Year,Season,T_degC,Salnty,STheta
1949.0,2.0,5.438833615068824,34.25859116155518,27.026743057232554
1949.0,3.0,5.21594244882194,34.28289899575125,27.071624179219775
1949.0,4.0,5.469926372155288,34.25231124497992,27.017962516733604
1950.0,1.0,34.28329880136986,34.28329880136986,34.28329880136986
1950.0,2.0,5.544914101646385,34.29992430207588,27.04771170365068
1950.0,3.0,5.7057821171634115,34.22762446043165,26.967826515930113
1950.0,4.0,6.646160822249093,34.490357920193475,27.046712212817415
1951.0,1.0,34.31644024205748,34.31644024205748,34.31644024205748
1951.0,2.0,5.418406512086828,34.37010162802171,27.1136783423779
1951.0,3.0,6.434652567975831,34.48666767371601,27.07185649546828
1951.0,4.0,5.280357142857143,34.39317857142858,27.15308333333333
1952.0,1.0,34.357884873515744,34.357884873515744,34.164329375322666
1952.0,2.0,6.727865505854098,34.26314860402282,26.86716991894326
1952.0,3.0,6.752640198511166,34.29484516129032,26.886488833746895
1952.0,4.0,6.856068759342302,34.28914947683109,26.87020627802691
1953.0,1.0,34.303482997481105,34.303482997481105,34.303482997481105
1953.0,2.0,6.858364928909952,34.298736670616115,26.87743098341232
1953.0,3.0,7.1324596464258265,34.34662182936203,26.87475710991545
1953.0,4.0,7.112859424920127,34.331675718849844,26.869001597444093
1954.0,1.0,34.320510286001,34.320510286001,32.272628700451584
1954.0,2.0,6.313937947494034,34.32211396181384,26.965846658711214
1954.0,3.0,6.670748362956035,34.334739943872776,26.928176800748364
1954.0,4.0,7.066697038724374,34.38940091116173,26.912489749430524
1955.0,1.0,34.39354531835206,34.39354531835206,32.066931835206
1955.0,2.0,5.7233085752869695,34.36639095205942,27.070430114787307
1955.0,3.0,5.160987576331859,34.3735399031375,27.13622678458623
1955.0,4.0,6.790827067669173,34.32251378446116,26.9041328320802
1956.0,1.0,34.40196624040921,34.40196624040921,31.623587212276213
1956.0,2.0,6.568754045307443,34.31329773462784,26.926457928802588
1956.0,3.0,6.649539947509766,34.17184829711914,26.84998893737793
1956.0,4.0,7.374436090225563,34.61505827067669,27.02584962406015
1957.0,1.0,34.57199002217295,34.57199002217295,32.33393070953437
1957.0,2.0,8.479465541490857,34.44070675105485,26.739713080168773
1957.0,3.0,8.527141673570837,34.40710273405137,26.712567522783758
1957.0,4.0,7.073625954198473,34.192057251908395,26.770652671755727
1958.0,1.0,34.33797942386831,34.33797942386831,33.29714074074074
1958.0,2.0,7.287266839378239,34.216784974093265,26.758382772020724
1958.0,3.0,6.995753371868979,34.300071676300576,26.854013487475918
1958.0,4.0,7.046299212598426,34.20530708661417,26.785551181102356
1959.0,1.0,34.28776186545605,34.28776186545605,33.754343375980184
1959.0,2.0,7.0609539473684215,34.25844261695906,26.814769005847953
1959.0,3.0,7.453308059533837,34.28863914630722,26.78340606571188
1959.0,4.0,7.141650485436893,34.22145631067961,26.784881877022656
1960.0,1.0,34.29877575255454,34.29877575255454,33.63213835956918
1960.0,2.0,7.116033755274262,34.25013818565401,26.802492088607597
1960.0,3.0,6.804932767162067,34.266991507430994,26.85263481953291
1960.0,4.0,6.716582775115967,34.18221664428711,26.78569984436035
1961.0,1.0,34.26677507374632,34.26677507374632,34.26677507374632
1961.0,2.0,7.440198915009042,34.221169981916816,26.73803164556962
1961.0,3.0,6.785754189944135,34.24340542697526,26.835661612130888
1961.0,4.0,6.632390975952148,34.302490234375,27.018638610839844
1962.0,1.0,34.294834113712376,34.294834113712376,34.294834113712376
1962.0,2.0,7.478160315374509,34.18175821287779,26.70167279894875
1962.0,3.0,7.370791814946619,34.246017793594305,26.763483985765124
1962.0,4.0,6.214929577464789,34.369612676056335,27.01283098591549
1963.0,1.0,34.29884973166369,34.29884973166369,33.67591413237925
1963.0,2.0,7.859153713298789,34.3011744386874,26.74012262521589
1963.0,3.0,7.473221153846154,34.28007051282051,26.775405448717954
1963.0,4.0,5.832797202797203,34.558416083916086,27.172426573426574
1964.0,1.0,34.262379981024665,34.262379981024665,34.262379981024665
1964.0,2.0,6.639827033952595,34.25624791800128,26.868763613068545
1964.0,3.0,7.200575916230366,34.212513089005235,26.76975916230366
1964.0,4.0,6.575164794921875,34.37096405029297,26.94173812866211
1965.0,1.0,34.232077750206784,34.232077750206784,34.232077750206784
1965.0,2.0,6.735531914893617,34.323918882978724,26.896908244680848
1965.0,3.0,6.872075080871582,34.43512725830078,26.986860275268555
1965.0,4.0,6.460120677947998,34.33176040649414,26.970317840576172
1966.0,1.0,34.248420245398776,34.248420245398776,34.248420245398776
1966.0,2.0,7.242230122818357,34.24528829993535,26.782488041370392
1966.0,3.0,7.1758169934640526,34.183549019607845,26.751140522875815
1966.0,4.0,7.234657332350774,34.22571775976419,26.769575534266764
1967.0,1.0,34.22571775976419,34.22571775976419,26.769575534266764
1967.0,2.0,7.30896512935883,34.23961079865017,26.773640044994377
1967.0,3.0,7.773582935333252,34.06595993041992,26.62130355834961
1967.0,4.0,7.042566964285713,34.38748660714286,26.90558258928571
1968.0,1.0,34.25264929328622,34.25264929328622,31.291613074204946
1968.0,2.0,6.93089985486212,34.21085631349782,26.805042089985484
1968.0,3.0,6.952883720397949,34.41136169433594,26.47799301147461
1968.0,4.0,6.861961364746094,34.14225387573242,26.971946716308594
1969.0,1.0,34.184725976768746,34.184725976768746,34.184725976768746
1969.0,2.0,7.286120745022479,34.23400899165061,26.76930378933847
1969.0,3.0,7.360695792880259,34.204190399137005,26.737725997842503
1969.0,4.0,7.460764635603345,34.195751493428915,26.717697729988046
1970.0,1.0,34.195751493428915,34.195751493428915,26.717697729988046
